stock_id,stock_name,exchange,meta_sector,sub_sector,note
6510,精測,TPEx,載板,測試用板卡,
6548,長科*,TPEx,載板,導線架,
6552,易華電,TWSE,載板,IC基板,
6683,雍智科技,TPEx,載板,測試用板卡,
8046,南電,TWSE,載板,IC基板,⚠️ 也在 PCB
8070,長華*,TWSE,載板,導線架,⚠️ 也在 電子通路
3094,聯傑,TWSE,通訊IC,網路通訊IC,
3150,鈺寶-創,TWSE,通訊IC,無線網路IC,⚠️ 也在 感測/影像IC
4968,立積,TWSE,通訊IC,射頻前端晶片,
5269,祥碩,TWSE,通訊IC,USB IC,
5272,笙科,TPEx,通訊IC,無線網路IC,
6104,創惟,TPEx,通訊IC,集線器IC,
6526,達發,TWSE,通訊IC,網路通訊IC,
6756,威鋒電子,TWSE,通訊IC,USB IC,
6921,嘉雨思-創,TWSE,通訊IC,高速傳輸介面IC,
8040,九暘,TPEx,通訊IC,網路通訊IC,
2462,良得電,TWSE,連接器,連接線材,
3003,健和興,TWSE,連接器,連接器,
3011,今皓,TWSE,連接器,連接線材,
3021,鴻名,TWSE,連接器,連接線材,⚠️ 也在 軟體/雲端
3023,信邦,TWSE,連接器,連接器,
3092,鴻碩,TWSE,連接器,連接線材,
3114,好德,TPEx,連接器,連接器,⚠️ 也在 電子通路
3217,優群,TPEx,連接器,連接器,
3224,三顧,TPEx,連接器,連接器,⚠️ 也在 電子通路
3322,建舜電,TPEx,連接器,連接器,
3432,台端,TWSE,連接器,連接器,⚠️ 也在 電動車
3492,長盛,TPEx,連接器,連接器,
3501,維熹,TWSE,連接器,連接線材,
3511,矽瑪,TPEx,連接器,連接器,
3516,亞帝歐,TPEx,連接器,連接線材,⚠️ 也在 LED
3526,凡甲,TPEx,連接器,連接器,
3533,嘉澤,TWSE,連接器,CPU SOCKET,
3550,聯穎,TWSE,連接器,連接線材,
3597,映興,TPEx,連接器,連接線材,⚠️ 也在 電子通路
3605,宏致,TWSE,連接器,連接器,
3646,艾恩特,TPEx,連接器,連接器,
3665,貿聯-KY,TWSE,連接器,連接器,
3684,榮昌,TPEx,連接器,連接線材,⚠️ 也在 網通設備
3689,湧德,TPEx,連接器,連接器,
3710,連展投控,TPEx,連接器,連接器,"⚠️ 也在 光通訊, 網通設備"
5426,振發,TPEx,連接器,連接器,⚠️ 也在 電子製造服務
5488,松普,TPEx,連接器,連接線材,
6115,鎰勝,TWSE,連接器,連接線材,
6126,信音,TPEx,連接器,連接器,
6133,金橋,TWSE,連接器,連接線材,
6134,萬旭,TPEx,連接器,連接線材,⚠️ 也在 網通設備
6158,禾昌,TPEx,連接器,連接器,
6185,幃翔,TPEx,連接器,連接器,
6190,萬泰科,TPEx,連接器,連接線材,
6197,佳必琪,TWSE,連接器,連接器,
6205,詮欣,TWSE,連接器,連接器,
6220,岳豐,TPEx,連接器,連接線材,
6272,驊陞,TWSE,連接器,連接器,⚠️ 也在 電動車
6279,胡連,TPEx,連接器,連接器,
6290,良維,TPEx,連接器,連接線材,
6418,詠昇,TPEx,連接器,連接器,
6442,光聖,TWSE,連接器,連接器,⚠️ 也在 光通訊
6715,嘉基,TWSE,連接器,連接線材,
6913,鴻呈,TPEx,連接器,連接線材,
8103,瀚荃,TWSE,連接器,連接器,
8147,正淩,TPEx,連接器,連接器,
3083,網龍,TPEx,遊戲/電競,遊戲產業,
3086,華義*,TPEx,遊戲/電競,遊戲產業,
3293,鈊象,TPEx,遊戲/電競,遊戲產業,
3546,宇峻,TPEx,遊戲/電競,遊戲產業,
3687,歐買尬,TPEx,遊戲/電競,遊戲產業,⚠️ 也在 軟體/雲端
4946,辣椒,TPEx,遊戲/電競,遊戲產業,
4994,傳奇,TWSE,遊戲/電競,遊戲產業,
5263,智崴,TPEx,遊戲/電競,遊戲產業,
5310,天剛,TPEx,遊戲/電競,遊戲產業,⚠️ 也在 軟體/雲端
5478,智冠,TPEx,遊戲/電競,遊戲產業,⚠️ 也在 軟體/雲端
6169,昱泉,TPEx,遊戲/電競,遊戲產業,
6180,橘子,TPEx,遊戲/電競,遊戲產業,
6482,弘煜科,TPEx,遊戲/電競,遊戲產業,
6542,隆中,TPEx,遊戲/電競,遊戲產業,
6776,展碁國際,TWSE,遊戲/電競,遊戲產業,"⚠️ 也在 軟體/雲端, 電子通路"
6908,宏碁遊戲-創,TWSE,遊戲/電競,遊戲產業,⚠️ 也在 電子通路
7584,樂意,TPEx,遊戲/電競,遊戲產業,
1303,南亞,TWSE,銅箔基板,銅箔基板,⚠️ 也在 PCB
1802,台玻,TWSE,銅箔基板,玻纖布,⚠️ 也在 PCB
1815,富喬,TPEx,銅箔基板,玻纖布,⚠️ 也在 PCB
2383,台光電,TWSE,銅箔基板,銅箔基板,⚠️ 也在 PCB
3229,晟鈦,TWSE,銅箔基板,PCB材料,⚠️ 也在 PCB
4989,榮科,TWSE,銅箔基板,銅箔,⚠️ 也在 PCB
5340,建榮,TPEx,銅箔基板,玻纖布,⚠️ 也在 PCB
5381,光譜,TPEx,銅箔基板,PCB材料,⚠️ 也在 PCB
5475,德宏,TPEx,銅箔基板,玻纖布,⚠️ 也在 PCB
6213,聯茂,TWSE,銅箔基板,銅箔基板,"⚠️ 也在 PCB, 軟板/FPC"
6274,台燿,TPEx,銅箔基板,銅箔基板,⚠️ 也在 PCB
6672,騰輝電子-KY,TWSE,銅箔基板,銅箔基板,"⚠️ 也在 LED, PCB"
8074,鉅橡,TPEx,銅箔基板,PCB材料,⚠️ 也在 PCB
8291,尚茂,TPEx,銅箔基板,銅箔基板,⚠️ 也在 PCB
8358,金居,TPEx,銅箔基板,銅箔,⚠️ 也在 PCB
1533,車王電,TWSE,電動車,車用電子,
1599,宏佳騰,TPEx,電動車,電動機車,
2204,中華,TWSE,電動車,電動機車,
2206,三陽工業,TWSE,電動車,電動機車,
2231,為升,TWSE,電動車,車用電子,
2258,鴻華先進-創,TWSE,電動車,電動車,
2497,怡利電,TWSE,電動車,車用電子,
3024,憶聲,TWSE,電動車,車用電子,
3552,同致,TPEx,電動車,車用電子,
3632,研勤,TPEx,電動車,車用電子,
4529,淳紳,TPEx,電動車,電動車,
4554,橙的,TPEx,電動車,車用電子,
6225,天瀚,TWSE,電動車,車用電子,
6722,輝創,TWSE,電動車,車用電子,
6988,威力暘-創,TWSE,電動車,車用電子,
7736,虎山,TWSE,電動車,車用電子,
7821,神數,TWSE,電動車,車用電子,
8201,無敵,TWSE,電動車,車用電子,"⚠️ 也在 消費電子, 軟體/雲端"
1336,台翰,TPEx,電子製造服務,塑膠射出,
1569,濱川,TPEx,電子製造服務,機殼,
1582,信錦,TWSE,電子製造服務,樞紐,
1586,和勤,TPEx,電子製造服務,模具沖壓,
2373,震旦行,TWSE,電子製造服務,辦公用品設備,
2433,互盛電,TWSE,電子製造服務,事務機器,
2474,可成,TWSE,電子製造服務,鎂鋁合金,
2476,鉅祥,TWSE,電子製造服務,模具沖壓,
3095,及成,TPEx,電子製造服務,模具沖壓,
3230,錦明,TPEx,電子製造服務,模具沖壓,
3290,東浦,TPEx,電子製造服務,機殼,
3294,英濟,TPEx,電子製造服務,機殼,
3310,佳穎,TPEx,電子製造服務,模具沖壓,
3325,旭品,TPEx,電子製造服務,機殼,
3376,新日興,TWSE,電子製造服務,模具沖壓,
3508,位速,TPEx,電子製造服務,機殼表面處理,
3518,柏騰,TWSE,電子製造服務,機殼表面處理,
3543,州巧,TWSE,電子製造服務,模具沖壓,
3548,兆利,TPEx,電子製造服務,樞紐,
3593,力銘,TWSE,電子製造服務,機殼,
3607,谷崧,TWSE,電子製造服務,機殼,
3679,新至陞,TWSE,電子製造服務,機殼,
4912,聯德控股-KY,TWSE,電子製造服務,模具沖壓,
4924,欣厚-KY,TPEx,電子製造服務,塑膠射出,
4942,嘉彰,TWSE,電子製造服務,模具沖壓,
4999,鑫禾,TWSE,電子製造服務,樞紐,
5223,安力-KY,TPEx,電子製造服務,模具沖壓,
5243,乙盛-KY,TWSE,電子製造服務,模具沖壓,
5284,jpp-KY,TWSE,電子製造服務,模具沖壓,
5392,能率,TPEx,電子製造服務,塑膠射出,
5460,同協,TPEx,電子製造服務,模具沖壓,
6805,富世達,TWSE,電子製造服務,樞紐,
7744,崴寶,TPEx,電子製造服務,模具沖壓,
8071,能率網通,TPEx,電子製造服務,模具沖壓,⚠️ 也在 電子通路
8410,森田,TPEx,電子製造服務,機殼表面處理,
8431,匯鑽科,TPEx,電子製造服務,機殼表面處理,
9136,巨騰-DR,TWSE,電子製造服務,機殼,
2347,聯強,TWSE,電子通路,電子通路,
2414,精技,TWSE,電子通路,電子通路,
2430,燦坤,TWSE,電子通路,電子通路,
2450,神腦,TWSE,電子通路,電子通路,
3010,華立,TWSE,電子通路,電子通路,
3028,增你強,TWSE,電子通路,電子通路,
3033,威健,TWSE,電子通路,電子通路,
3036,文曄,TWSE,電子通路,電子通路,
3048,益登,TWSE,電子通路,電子通路,
3312,弘憶股,TWSE,電子通路,電子通路,
3426,台興,TPEx,電子通路,電子通路,
3444,利機,TPEx,電子通路,電子通路,
3528,安馳,TWSE,電子通路,電子通路,
3702,大聯大,TWSE,電子通路,電子通路,
3709,鑫聯大投控,TPEx,電子通路,電子通路,
5386,青雲,TPEx,電子通路,電子通路,
5434,崇越,TWSE,電子通路,電子通路,
6113,亞矽,TPEx,電子通路,電子通路,
6118,建達,TPEx,電子通路,電子通路,
6154,順發,TPEx,電子通路,電子通路,
6170,統振,TPEx,電子通路,電子通路,
6270,倍微,TPEx,電子通路,電子通路,
6281,全國電,TWSE,電子通路,電子通路,
6967,汎瑋材料,TPEx,電子通路,電子通路,
8032,光菱,TPEx,電子通路,電子通路,
8067,志旭,TPEx,電子通路,電子通路,
8096,擎亞,TPEx,電子通路,電子通路,
8112,至上,TWSE,電子通路,電子通路,
1516,川飛,TWSE,電池,電池,"⚠️ 也在 電動車, 電子通路"
1537,廣隆,TWSE,電池,電池,
3323,加百裕,TPEx,電池,電池,
3625,西勝,TPEx,電池,電池,
4721,美琪瑪,TPEx,電池,電池材料相關,
4739,康普,TWSE,電池,電池材料相關,
4931,新盛力,TPEx,電池,電池,⚠️ 也在 電動車
5227,立凱-KY,TPEx,電池,電池材料相關,
5345,馥鴻,TPEx,電池,電池,
5364,力麗店,TPEx,電池,電池,⚠️ 也在 太陽能
5543,桓鼎-KY,TPEx,電池,電池,
6121,新普,TPEx,電池,電池,
6558,興能高,TWSE,電池,電池,
6781,AES-KY,TWSE,電池,電池,⚠️ 也在 電動車
7740,熙特爾-創,TWSE,電池,電池,
8038,長園科,TPEx,電池,電池,
8171,天宇,TPEx,電池,電池,⚠️ 也在 電動車
1471,首利,TWSE,電源供應器,電源供應器,⚠️ 也在 電子製造服務
2385,群光,TWSE,電源供應器,電源供應器,"⚠️ 也在 遊戲/電競, 電腦周邊"
2392,正崴,TWSE,電源供應器,電源供應器,"⚠️ 也在 連接器, 電動車, 電子通路, 電池, 電腦周邊"
2431,聯昌,TWSE,電源供應器,電源供應器,
2457,飛宏,TWSE,電源供應器,電源供應器,
3015,全漢,TWSE,電源供應器,電源供應器,
3058,立德,TWSE,電源供應器,電源供應器,
3078,僑威,TPEx,電源供應器,電源供應器,
3191,雲嘉南,TPEx,電源供應器,變壓器,
3211,順達,TPEx,電源供應器,BBU,⚠️ 也在 電池
3296,勝德,TWSE,電源供應器,電源供應器,
3308,聯德,TWSE,電源供應器,電源供應器,
3332,幸康,TPEx,電源供應器,電源供應器,
5309,系統電,TPEx,電源供應器,電源供應器,"⚠️ 也在 電動車, 電池"
5465,富驊,TPEx,電源供應器,電源供應器,⚠️ 也在 電子製造服務
6109,亞元,TPEx,電源供應器,電源供應器,
6203,海韻電,TPEx,電源供應器,電源供應器,
6276,安鈦克,TPEx,電源供應器,電源供應器,⚠️ 也在 電子製造服務
6282,康舒,TWSE,電源供應器,電源供應器,
6292,迅德,TPEx,電源供應器,變壓器,
6412,群電,TWSE,電源供應器,電源供應器,
6821,聯寶,TPEx,電源供應器,變壓器,
8109,博大,TPEx,電源供應器,電源供應器,
2349,錸德,TWSE,電腦周邊,儲存設備,
2365,昆盈,TWSE,電腦周邊,鍵盤,"⚠️ 也在 遊戲/電競, 電動車"
2380,虹光,TWSE,電腦周邊,掃瞄器,⚠️ 也在 電子製造服務
2387,精元,TWSE,電腦周邊,鍵盤,
2390,云辰,TWSE,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
2395,研華,TWSE,電腦周邊,工業電腦,
2397,友通,TWSE,電腦周邊,工業電腦,
2432,倚天酷碁-創,TWSE,電腦周邊,週邊產品,⚠️ 也在 遊戲/電競
2482,連宇,TWSE,電腦周邊,週邊產品,
2495,普安,TWSE,電腦周邊,週邊產品,
3022,威強電,TWSE,電腦周邊,工業電腦,
3057,喬鼎,TWSE,電腦周邊,週邊產品,
3060,銘異,TWSE,電腦周邊,硬碟相關,
3064,泰偉,TPEx,電腦周邊,工業電腦,⚠️ 也在 遊戲/電競
3088,艾訊,TPEx,電腦周邊,工業電腦,
3128,昇銳,TPEx,電腦周邊,工業電腦,"⚠️ 也在 軟體/雲端, 電動車"
3272,東碩,TPEx,電腦周邊,週邊產品,
3287,廣寰科,TPEx,電腦周邊,鍵盤,"⚠️ 也在 遊戲/電競, 音響/耳機"
3297,杭特,TPEx,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
3349,寶德,TPEx,電腦周邊,鍵盤,"⚠️ 也在 遊戲/電競, 音響/耳機"
3356,奇偶,TWSE,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
3416,融程電,TWSE,電腦周邊,工業電腦,
3479,安勤,TPEx,電腦周邊,工業電腦,
3494,誠研,TWSE,電腦周邊,週邊產品,
3521,台鋼建設,TPEx,其他電子,其他電子零件,台鋼建設為建設公司，非工業電腦
3577,泓格,TPEx,電腦周邊,工業電腦,
3594,磐儀,TPEx,電腦周邊,工業電腦,
3611,鼎翰,TPEx,電腦周邊,週邊產品,
3617,碩天,TWSE,電腦周邊,週邊產品,
3652,精聯,TWSE,電腦周邊,工業電腦,
4503,金雨,TPEx,電腦周邊,工業電腦,
4915,致伸,TWSE,電腦周邊,週邊產品,"⚠️ 也在 遊戲/電競, 電動車, 音響/耳機"
4916,事欣科,TWSE,電腦周邊,工業電腦,⚠️ 也在 遊戲/電競
4987,科誠,TPEx,電腦周邊,週邊產品,
5211,蒙恬,TPEx,電腦周邊,掃瞄器,⚠️ 也在 軟體/雲端
5215,科嘉-KY,TWSE,電腦周邊,鍵盤,
5251,天鉞電,TPEx,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
5258,虹堡,TWSE,電腦周邊,工業電腦,
5356,協益,TPEx,電腦周邊,週邊產品,
5438,東友,TPEx,電腦周邊,掃瞄器,⚠️ 也在 電子製造服務
5484,慧友,TWSE,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
5489,彩富,TPEx,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
5490,同亨,TPEx,電腦周邊,工業電腦,
6128,上福,TWSE,電腦周邊,週邊產品,
6160,欣技,TPEx,電腦周邊,工業電腦,
6166,凌華,TWSE,電腦周邊,工業電腦,
6188,廣明,TPEx,電腦周邊,硬碟相關,⚠️ 也在 機器人/自動化
6206,飛捷,TWSE,電腦周邊,工業電腦,
6228,全譜,TPEx,電腦周邊,掃瞄器,
6277,宏正,TWSE,電腦周邊,週邊產品,⚠️ 也在 消費電子
6414,樺漢,TWSE,電腦周邊,工業電腦,
6419,京晨科,TPEx,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
6441,廣錠,TPEx,電腦周邊,工業電腦,"⚠️ 也在 遊戲/電競, 電池"
6556,勝品,TPEx,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
6560,欣普羅,TPEx,電腦周邊,工業電腦,⚠️ 也在 軟體/雲端
6569,醫揚,TPEx,電腦周邊,工業電腦,
6579,研揚,TWSE,電腦周邊,工業電腦,
6680,鑫創電子,TPEx,電腦周邊,工業電腦,
6922,宸曜,TPEx,電腦周邊,工業電腦,
6928,攸泰科技,TWSE,電腦周邊,工業電腦,
7805,威聯通,TPEx,電腦周邊,儲存設備,
8072,陞泰,TWSE,電腦周邊,工業電腦,"⚠️ 也在 軟體/雲端, 電子通路"
8076,伍豐,TPEx,電腦周邊,工業電腦,
8084,巨虹,TPEx,電腦周邊,記憶卡,⚠️ 也在 電子通路
8114,振樺電,TWSE,電腦周邊,工業電腦,
8163,達方,TWSE,電腦周邊,鍵盤,
8234,新漢,TPEx,電腦周邊,工業電腦,
8416,實威,TPEx,電腦周邊,週邊產品,⚠️ 也在 軟體/雲端
9917,中保科,TWSE,其他電子,其他電子零件,中保科為保全業者，非工業電腦
9925,新保,TWSE,其他電子,其他電子零件,新保為保全業者，非工業電腦
1504,東元,TWSE,消費電子,消費性電子產品,東元電機非面板廠，手動移出面板
1604,聲寶,TWSE,消費電子,消費性電子產品,聲寶非面板廠，手動移出面板
1614,三洋電,TWSE,消費電子,消費性電子產品,三洋電非面板廠，手動移出面板
2359,所羅門,TWSE,面板,面板業,"⚠️ 也在 機器人/自動化, 軟體/雲端, 電子通路"
2371,大同,TWSE,消費電子,消費性電子產品,大同非面板廠，手動移出面板
2409,友達,TWSE,面板,面板業,⚠️ 也在 LED
2429,銘旺科,TWSE,面板,面板零組件,
2438,翔耀,TWSE,面板,面板零組件,
2461,光群雷,TWSE,面板,光學膜,
2489,瑞軒,TWSE,面板,LCD顯示器,
3038,全台,TWSE,面板,面板業,
3046,建碁,TWSE,面板,顯示器,⚠️ 也在 電腦周邊
3049,精金,TWSE,面板,面板業,
3051,力特,TWSE,面板,偏光板,
3149,正達,TWSE,面板,面板零組件,
3168,眾福科,TWSE,面板,面板業,
3285,微端,TPEx,面板,面板業,⚠️ 也在 音響/耳機
3434,哲固,TPEx,面板,顯示器,"⚠️ 也在 軟體/雲端, 電腦周邊"
3481,群創,TWSE,面板,面板業,⚠️ 也在 LED
3523,迎輝,TPEx,面板,光學膜,
3531,先益,TPEx,面板,背光模組,
3615,安可,TPEx,面板,導電玻璃,
3622,洋華,TWSE,面板,面板業,
3623,富晶通,TPEx,面板,面板業,
3666,光耀,TPEx,面板,光學膜,
3673,TPK-KY,TWSE,面板,面板業,
4153,鈺緯,TPEx,面板,LCD顯示器,
4729,熒茂,TPEx,面板,面板業,
4933,友輝,TPEx,面板,光學膜,
4935,茂林-KY,TWSE,面板,面板零組件,⚠️ 也在 電子製造服務
4960,誠美材,TWSE,面板,偏光板,
4995,晶達,TPEx,面板,面板業,
5220,萬達光電,TPEx,面板,面板業,
5245,智晶,TPEx,面板,面板業,
5283,禾聯碩,TWSE,面板,LCD顯示器,
5315,光聯,TPEx,面板,面板業,
5371,中光電,TPEx,面板,背光模組,
5432,新門,TPEx,面板,面板業,⚠️ 也在 太陽能
6116,彩晶,TWSE,面板,面板業,
6120,達運,TWSE,面板,面板業,
6143,振曜,TPEx,面板,面板業,⚠️ 也在 消費電子
6167,久正,TPEx,面板,面板業,
6176,瑞儀,TWSE,面板,背光模組,
6189,豐藝,TWSE,面板,顯示器,⚠️ 也在 電子通路
6246,臺龍,TPEx,面板,背光模組,
6405,悅城,TWSE,面板,面板零組件,
6456,GIS-KY,TWSE,面板,面板業,
6570,維田,TPEx,面板,顯示器,⚠️ 也在 電腦周邊
6577,勁豐,TPEx,面板,顯示器,⚠️ 也在 電腦周邊
6742,澤米,TWSE,面板,光學膜,
6899,創為精密,TPEx,面板,面板業,
6916,華凌,TWSE,面板,面板業,
7753,星亞,TPEx,面板,顯示器,⚠️ 也在 LED
8049,晶采,TPEx,面板,面板業,
8069,元太,TPEx,面板,面板業,
8085,福華,TPEx,面板,面板業,⚠️ 也在 電腦周邊
8104,錸寶,TWSE,面板,面板業,⚠️ 也在 電池
8105,凌巨,TWSE,面板,面板業,
8215,明基材,TWSE,面板,偏光板,
8240,華宏,TPEx,面板,光學膜,
9912,偉聯,TWSE,面板,LCD顯示器,
2415,錩新,TWSE,音響/耳機,音響設備及零件,
2439,美律,TWSE,音響/耳機,耳機,
2477,美隆電,TWSE,音響/耳機,音響設備及零件,
2488,漢平,TWSE,音響/耳機,音響設備及零件,
3067,全域,TPEx,音響/耳機,音響設備及零件,
3206,志豐,TPEx,音響/耳機,耳機,
3465,進泰電子,TPEx,音響/耳機,音響設備及零件,
4943,康控-KY,TWSE,音響/耳機,電聲產品,
5225,東科-KY,TWSE,音響/耳機,音響設備及零件,
6201,亞弘電,TWSE,音響/耳機,音響設備及零件,
6743,安普新,TWSE,音響/耳機,耳機,
